order_id,customer,category,order_value,is_cod,past_orders,hist_return_rate,days_since_signup,prior_disputes,device_ip_mismatch,night_order,coupon_used,delivery_pincode_risk,returned
ORD-11531,Jeremiah Sura,Fitness,11850.57,0,6,0.516,9,0,0,0,0,0.326,1
ORD-11532,Edhitha Palan,Fashion,8256.07,0,10,0.375,197,0,0,0,1,0.24,1
ORD-11533,Reyansh Bail,Fashion,2206.79,1,11,0.432,92,2,0,0,0,0.288,1
ORD-11534,Ishita Desai,Home & Kitchen,2681.2,1,5,0.482,199,0,0,0,0,0.395,1
ORD-11535,Balveer Sundaram,Mobiles,15545.98,0,31,0.334,304,0,1,0,0,0.577,1
ORD-11536,Chaitaly Suri,Fitness,8295.91,0,6,0.048,20,0,0,1,0,0.122,0
ORD-11537,Rachit Pall,Electronics,7169.79,1,16,0.336,38,1,0,0,0,0.291,1
ORD-11538,Upadhriti Maharaj,Electronics,3041.46,0,15,0.136,146,1,0,0,0,0.619,0
ORD-11539,Ekapad Wali,Mobiles,14341.05,0,13,0.225,59,0,0,1,0,0.215,1
ORD-11540,Shivani Merchant,Fashion,7940.06,0,24,0.426,97,0,0,0,0,0.263,1
ORD-11541,Jeevika Setty,Fashion,4375.98,0,20,0.595,42,0,0,1,1,0.635,1
ORD-11542,Yashawini Raghavan,Beauty,3162.7,0,18,0.205,97,0,0,0,0,0.345,0
ORD-11543,Anirudh Patla,Fashion,5341.23,0,13,0.229,266,0,0,0,0,0.106,0
ORD-11544,Ekani Bhatnagar,Home & Kitchen,3947.88,1,5,0.339,657,0,0,0,1,0.27,0
ORD-11545,Ranveer Viswanathan,Fitness,4089.76,1,9,0.407,166,1,1,0,0,0.565,1
ORD-11546,Mitesh Mandal,Beauty,3628.79,0,13,0.174,417,0,0,0,0,0.528,0
ORD-11547,Nimrat Nagy,Electronics,3534.54,1,10,0.429,184,1,0,0,0,0.254,1
ORD-11548,Gopal Virk,Home & Kitchen,1645.12,0,21,0.483,195,1,1,0,0,0.478,1
ORD-11549,Caleb Dayal,Fashion,6792.1,0,10,0.35,157,0,0,0,0,0.381,1
ORD-11550,Azad Jaggi,Fitness,9008.78,1,5,0.404,114,1,0,0,0,0.325,1
ORD-11551,Vedika Handa,Fashion,3438.98,0,19,0.832,99,1,0,0,0,0.583,1
ORD-11552,Azad Rama,Fashion,14376.67,0,9,0.235,12,2,0,0,0,0.563,1
ORD-11553,Aahana Bawa,Fitness,2201.39,1,17,0.117,139,0,0,0,0,0.474,1
ORD-11554,Timothy Bobal,Electronics,2355.33,0,10,0.206,287,0,1,0,0,0.239,1
ORD-11555,Sathvik Swamy,Mobiles,11847.86,0,14,0.339,526,0,0,1,1,0.394,0
ORD-11556,Upadhriti Bhat,Home & Kitchen,4305.05,1,7,0.224,228,0,0,0,0,0.402,0
ORD-11557,Ojasvi Pillay,Fitness,7241.1,1,20,0.129,172,0,0,0,1,0.216,1
ORD-11558,Amaira Wadhwa,Electronics,5153.09,0,6,0.271,615,1,0,0,1,0.281,1
ORD-11559,Ekavir Modi,Fashion,1532.27,1,13,0.372,782,0,0,0,1,0.352,0
ORD-11560,Tarak Venkataraman,Mobiles,1927.8,1,10,0.289,228,0,0,0,0,0.385,0
ORD-11561,Harrison Kashyap,Fitness,2607.43,0,30,0.147,214,1,0,0,0,0.251,0
ORD-11562,Ranveer Hans,Fashion,4426.3,1,31,0.32,7,0,0,0,0,0.083,0
ORD-11563,Praneel Sagar,Mobiles,3540.68,1,14,0.513,41,1,0,0,0,0.403,1
ORD-11564,Ishita Shanker,Home & Kitchen,7880.24,0,11,0.148,90,0,0,0,0,0.375,0
ORD-11565,Hemang Ganesan,Electronics,1701.8,1,14,0.092,59,0,1,0,0,0.279,1
ORD-11566,Neelima Thaman,Mobiles,7362.78,0,16,0.115,6,0,0,0,1,0.229,0
ORD-11567,Nakul Walla,Fashion,9912.49,0,4,0.381,138,1,0,1,0,0.307,1
ORD-11568,Indira Murty,Beauty,1321.57,1,9,0.343,93,0,0,1,0,0.327,1
ORD-11569,Kamya Sachar,Beauty,4333.94,0,8,0.444,195,2,0,0,0,0.3,1
ORD-11570,Ekiya Khosla,Electronics,15805.93,1,12,0.112,74,0,0,0,0,0.25,1
ORD-11571,Keya Kumar,Mobiles,4937.71,0,21,0.293,501,0,0,0,0,0.245,1
ORD-11572,Sneha Sem,Beauty,3917.38,0,10,0.144,52,0,0,0,1,0.268,0
ORD-11573,Aadi Banerjee,Fashion,21470.19,1,22,0.272,534,0,0,0,0,0.383,0
ORD-11574,Amol Vasa,Mobiles,13780.13,0,19,0.347,590,0,0,0,0,0.35,0
ORD-11575,Chasmum Ahuja,Mobiles,3892.43,1,11,0.459,217,0,0,1,1,0.303,1
ORD-11576,Tristan Kala,Beauty,4411.7,1,1,0.184,15,1,0,0,0,0.148,1
ORD-11577,Anthony Majumdar,Home & Kitchen,3166.73,1,6,0.349,177,0,0,0,0,0.364,0
ORD-11578,Girindra Barad,Electronics,4908.38,1,21,0.47,343,0,0,1,1,0.234,1
ORD-11579,Ishani Dugal,Electronics,4122.83,1,22,0.393,16,0,0,0,1,0.323,1
ORD-11580,Alka Peri,Mobiles,3384.35,1,31,0.332,35,0,0,0,0,0.396,0
ORD-11581,Viraj Kunda,Fashion,6142.67,0,14,0.153,100,0,0,0,1,0.157,0
ORD-11582,George Ratta,Home & Kitchen,3467.9,0,18,0.417,279,0,0,0,1,0.355,1
ORD-11583,Faras Nair,Electronics,3071.15,0,3,0.113,77,0,0,0,0,0.299,0
ORD-11584,Oscar Sura,Fashion,2558.18,1,20,0.18,209,0,0,0,0,0.5,0
ORD-11585,Charita Barad,Fashion,3265.79,0,15,0.27,98,1,0,0,1,0.343,1
ORD-11586,Farhan Bhalla,Fitness,2484.06,0,14,0.412,51,0,0,0,1,0.261,1
ORD-11587,Ijaya Saraf,Mobiles,3153.97,1,27,0.192,131,1,1,0,0,0.296,1
ORD-11588,Jai Karan,Electronics,1009.32,1,18,0.527,461,1,0,0,0,0.423,1
ORD-11589,Lavanya Bhagat,Fashion,2070.53,0,13,0.33,739,1,0,0,0,0.169,1
ORD-11590,Benjamin Nagar,Fashion,2211.24,0,10,0.288,61,0,0,0,0,0.252,1
ORD-11591,Eta Thakkar,Fashion,3860.69,1,18,0.389,162,0,0,0,0,0.496,1
ORD-11592,Michael Bedi,Mobiles,9399.01,0,21,0.392,41,0,0,0,1,0.152,1
ORD-11593,Sanaya Thaman,Home & Kitchen,9503.06,0,6,0.126,34,0,0,0,1,0.443,0
ORD-11594,Tristan Sankaran,Electronics,3702.91,0,15,0.171,135,0,0,1,1,0.435,1
ORD-11595,Meera Divan,Home & Kitchen,3934.03,0,8,0.227,269,0,0,0,0,0.192,0
ORD-11596,Gayathri Butala,Fitness,9111.89,0,10,0.159,25,1,0,0,0,0.222,0
ORD-11597,Chandran Rastogi,Electronics,11727.37,1,17,0.559,676,0,1,0,1,0.332,1
ORD-11598,Frederick Rastogi,Electronics,4361.73,0,16,0.152,398,0,0,0,1,0.318,0
ORD-11599,Kalpit Deshmukh,Mobiles,3693.94,1,12,0.301,249,0,0,0,0,0.28,1
ORD-11600,Rudra Sura,Home & Kitchen,4245.17,0,19,0.082,1,0,0,0,0,0.252,0
ORD-11601,Rohan Viswanathan,Fashion,4950.05,0,13,0.114,81,0,0,0,1,0.48,1
ORD-11602,Xavier Bora,Mobiles,5013.15,1,10,0.304,164,0,1,0,0,0.231,1
ORD-11603,Qushi Naik,Fashion,4055.52,1,4,0.314,30,2,0,0,0,0.214,0
ORD-11604,Isaiah Sachdev,Home & Kitchen,22695.66,1,21,0.435,1474,0,0,1,0,0.524,1
ORD-11605,Jasmit Pall,Mobiles,3837.84,0,13,0.558,27,0,0,0,1,0.348,1
ORD-11606,Ekani Padmanabhan,Fashion,7065.9,0,16,0.374,33,1,0,0,0,0.257,1
ORD-11607,Dalaja Gara,Fitness,5201.16,1,9,0.162,175,0,1,0,0,0.131,0
ORD-11608,Riya Dhingra,Beauty,1853.95,0,16,0.207,303,0,0,0,1,0.16,0
ORD-11609,Chaitanya Kaur,Beauty,7392.49,1,15,0.13,273,0,0,0,0,0.209,1
ORD-11610,Kashvi Dugal,Fitness,7100.28,1,23,0.212,62,1,0,0,0,0.405,0
ORD-11611,Isaiah Bhagat,Electronics,5048.35,0,7,0.279,106,0,0,0,0,0.298,0
ORD-11612,Manbir Mani,Mobiles,10683.91,0,13,0.371,101,1,0,0,1,0.328,0
ORD-11613,Hemal Choudhry,Mobiles,3188.4,1,31,0.237,24,2,0,0,0,0.309,1
ORD-11614,Shivani Sinha,Fitness,1784.71,1,43,0.155,414,0,0,0,0,0.222,0
ORD-11615,Garima Kadakia,Beauty,7198.17,1,8,0.127,252,1,0,0,0,0.224,0
ORD-11616,Samar Virk,Electronics,5634.38,0,20,0.364,90,0,0,0,0,0.517,1
ORD-11617,Vasudha Dhaliwal,Beauty,1371.71,1,10,0.242,291,1,1,0,0,0.343,1
ORD-11618,Krisha Vyas,Fashion,1896.93,1,7,0.646,97,1,0,1,1,0.607,1
ORD-11619,Aadhya Garde,Fashion,4732.3,0,20,0.169,336,0,0,0,1,0.401,1
ORD-11620,Bhanumati Iyer,Fashion,3888.44,0,23,0.471,35,0,0,0,1,0.562,1
ORD-11621,Chatresh Shroff,Fitness,11013.21,1,9,0.142,175,0,0,0,0,0.497,0
ORD-11622,Ekalinga Rama,Electronics,2607.77,1,14,0.454,34,0,0,0,0,0.25,1
ORD-11623,Jagvi Chokshi,Fashion,1830.8,0,9,0.442,36,1,0,0,1,0.287,1
ORD-11624,Brinda Raju,Fashion,9610.42,1,10,0.432,56,0,0,0,0,0.447,1
ORD-11625,Lajita Trivedi,Mobiles,10767.15,1,6,0.481,19,1,1,0,0,0.328,1
ORD-11626,Diya Sundaram,Home & Kitchen,6232.55,0,8,0.279,31,0,0,0,0,0.626,1
ORD-11627,Quincy Issac,Fitness,3048.42,0,11,0.144,4,0,0,0,0,0.106,0
ORD-11628,Anthony Baral,Fashion,3222.38,0,5,0.336,84,0,0,0,0,0.185,1
ORD-11629,Dalaja Nath,Beauty,2000.59,0,16,0.143,168,0,0,1,0,0.454,0
ORD-11630,Maya Dugar,Fitness,1968.43,1,11,0.436,74,2,1,0,0,0.678,1
ORD-11631,Idika Pandey,Electronics,2113.66,1,17,0.302,208,0,0,0,1,0.302,0
ORD-11632,Chasmum Keer,Home & Kitchen,6462.66,0,15,0.706,109,1,1,0,1,0.419,1
ORD-11633,David Kurian,Fitness,12697.63,1,5,0.345,252,0,0,0,0,0.211,1
ORD-11634,Ayushman Mammen,Mobiles,4626.1,1,11,0.374,315,1,0,0,1,0.326,1
ORD-11635,Max Om,Home & Kitchen,5359.34,1,24,0.14,50,0,0,0,0,0.226,0
ORD-11636,Laksh Chahal,Fashion,7194.56,1,13,0.615,453,0,1,0,0,0.229,1
ORD-11637,Utkarsh Sahni,Mobiles,3738.59,0,25,0.217,275,1,0,0,0,0.359,0
ORD-11638,Michael Sandhu,Fashion,1884.24,0,16,0.25,752,0,0,0,0,0.41,1
ORD-11639,Forum Sen,Beauty,7198.68,0,11,0.087,575,0,0,0,0,0.552,0
ORD-11640,Samuel Devi,Fitness,20848.8,0,14,0.19,28,0,0,0,1,0.374,0
ORD-11641,Lakshit More,Fashion,4326.27,1,9,0.335,35,0,0,0,1,0.571,1
ORD-11642,Qushi Dhillon,Home & Kitchen,9061.31,0,4,0.4,453,2,0,1,0,0.177,0
ORD-11643,Eesha Bir,Fitness,10205.1,0,19,0.24,162,0,0,0,0,0.223,0
ORD-11644,Qarin Nadkarni,Fitness,6642.89,1,12,0.378,323,0,0,0,1,0.278,1
ORD-11645,Ayushman Nagar,Fashion,7959.39,0,6,0.387,223,0,0,0,0,0.268,1
ORD-11646,Nisha Mitter,Beauty,2527.28,1,13,0.098,21,0,0,0,0,0.101,0
ORD-11647,Anusha Doshi,Fitness,3583.35,0,19,0.178,152,0,0,0,0,0.132,0
ORD-11648,Hredhaan Deep,Electronics,4385.12,1,21,0.137,431,0,0,0,0,0.171,0
ORD-11649,Atharv Loke,Electronics,2512.49,0,16,0.21,53,1,0,1,1,0.567,0
ORD-11650,Vincent Kashyap,Fitness,6410.28,0,29,0.088,562,1,0,0,0,0.133,0
ORD-11651,Jagrati Buch,Mobiles,6041.1,1,10,0.354,168,0,0,0,0,0.3,1
ORD-11652,Krish Thakkar,Home & Kitchen,1916.33,1,18,0.283,580,0,0,1,0,0.541,1
ORD-11653,Kashvi Gour,Mobiles,2378.17,0,8,0.437,85,0,0,0,0,0.132,0
ORD-11654,Vyanjana Som,Home & Kitchen,4068.51,1,15,0.19,63,0,0,0,1,0.404,1
ORD-11655,Nihal Hans,Electronics,5427.67,0,21,0.372,50,0,0,0,0,0.565,0
ORD-11656,Bachittar Rege,Home & Kitchen,3689.33,1,15,0.093,429,0,0,0,0,0.305,0
ORD-11657,Anamika Sachar,Fitness,1716.35,1,21,0.329,79,0,0,0,0,0.323,0
ORD-11658,Samaksh Jayaraman,Fitness,4110.31,0,4,0.377,495,0,0,0,0,0.362,0
ORD-11659,Peter Sarna,Fitness,3736.07,1,8,0.414,498,0,1,0,0,0.394,1
ORD-11660,Ekta Shankar,Electronics,1145.39,0,18,0.16,194,0,0,1,1,0.126,0
ORD-11661,Prisha Ravel,Fashion,1999.0,1,7,0.472,113,0,0,0,1,0.224,1
ORD-11662,Lajita Munshi,Electronics,5466.24,0,36,0.25,40,0,0,1,0,0.181,0
ORD-11663,Balvan Verma,Mobiles,9051.78,0,24,0.227,252,0,0,1,0,0.427,1
ORD-11664,Siya Shan,Fitness,4505.7,0,8,0.373,429,0,0,1,0,0.255,1
ORD-11665,Yatan Venkataraman,Fashion,4486.89,0,19,0.09,31,0,0,0,0,0.054,0
ORD-11666,Balveer Ram,Home & Kitchen,2469.25,0,15,0.095,147,0,0,1,0,0.138,0
ORD-11667,Ranveer Manne,Home & Kitchen,3167.02,0,22,0.323,32,1,1,0,0,0.36,1
ORD-11668,Mitali Modi,Home & Kitchen,1996.43,1,7,0.429,310,1,0,0,1,0.203,1
ORD-11669,Triya Ganesan,Electronics,5395.11,0,3,0.302,412,0,0,0,0,0.235,0
ORD-11670,Chaitaly Bhagat,Mobiles,1672.31,1,6,0.231,1064,0,1,0,0,0.239,1
ORD-11671,Ubika Seth,Mobiles,4031.11,0,7,0.325,207,0,0,0,1,0.18,0
ORD-11672,Xiti Chowdhury,Home & Kitchen,2559.43,1,7,0.267,179,0,0,1,0,0.169,0
ORD-11673,Krishna Ramaswamy,Mobiles,4806.94,1,28,0.37,28,0,0,0,1,0.318,1
ORD-11674,Ekiya Seshadri,Home & Kitchen,7983.87,1,21,0.341,57,1,0,0,0,0.273,1
ORD-11675,Praneel Setty,Mobiles,3998.38,1,22,0.262,81,0,0,0,1,0.08,1
ORD-11676,Suhani Chana,Electronics,2419.72,1,31,0.336,115,1,0,0,1,0.145,1
ORD-11677,Ekiya Gade,Home & Kitchen,3550.44,0,8,0.209,444,0,0,1,1,0.461,0
ORD-11678,Gavin Comar,Fitness,4977.1,0,10,0.314,166,2,0,0,1,0.601,1
ORD-11679,Janani Chada,Mobiles,4310.64,0,10,0.542,856,1,0,0,0,0.257,1
ORD-11680,Yasti Dutta,Home & Kitchen,4402.85,0,11,0.207,14,0,1,0,0,0.145,0
ORD-11681,Lajita Bassi,Fashion,3466.09,1,13,0.399,176,1,0,0,1,0.855,0
ORD-11682,Gautami Doctor,Electronics,3602.2,1,7,0.203,223,0,0,1,0,0.349,0
ORD-11683,Maanav Gola,Home & Kitchen,3798.37,0,21,0.38,162,0,0,0,1,0.445,1
ORD-11684,Oni Morar,Fashion,3672.12,0,9,0.604,16,0,1,0,0,0.253,1
ORD-11685,Sanaya Mani,Mobiles,5451.01,1,2,0.178,703,0,1,0,1,0.267,1
ORD-11686,Jacob Deep,Electronics,7078.37,1,12,0.382,101,0,0,0,1,0.499,0
ORD-11687,Aarush Kulkarni,Mobiles,1982.66,0,8,0.169,71,0,0,0,0,0.066,0
ORD-11688,Tara Tank,Fashion,1750.77,0,19,0.547,97,0,0,0,0,0.444,1
ORD-11689,Abdul Tak,Electronics,3725.52,1,21,0.036,372,0,0,0,0,0.457,0
ORD-11690,Teerth Soni,Mobiles,10347.72,0,5,0.22,1166,0,0,0,0,0.03,0
ORD-11691,Nimrat Sathe,Fashion,2543.67,0,20,0.282,43,0,0,1,1,0.551,0
ORD-11692,Abeer Konda,Mobiles,2821.15,1,18,0.244,183,0,0,0,0,0.159,0
ORD-11693,Sarthak Bawa,Home & Kitchen,4354.35,1,39,0.107,76,0,0,0,0,0.234,0
ORD-11694,Manbir Bhakta,Electronics,8443.37,0,14,0.516,161,1,0,0,1,0.294,1
ORD-11695,Balhaar Dhillon,Fashion,3896.19,0,19,0.45,56,0,0,0,0,0.408,1
ORD-11696,Chanchal Narula,Electronics,5458.93,0,23,0.225,109,0,0,0,0,0.18,1
ORD-11697,Chandran Chopra,Electronics,6034.24,0,16,0.291,62,0,0,0,1,0.357,0
ORD-11698,Pranav Edwin,Electronics,7896.67,0,9,0.478,11,0,1,1,1,0.65,1
ORD-11699,Peter Shah,Mobiles,1448.05,0,12,0.35,215,0,1,0,1,0.37,0
ORD-11700,Balendra Chander,Fashion,3052.86,1,11,0.395,469,0,0,0,0,0.192,0
ORD-11701,Ekantika Pillay,Home & Kitchen,5484.63,1,16,0.518,187,2,1,0,0,0.32,1
ORD-11702,Ekansh Sane,Fashion,14994.33,1,26,0.239,277,1,0,0,0,0.228,0
ORD-11703,Brinda Sinha,Electronics,10247.37,1,11,0.391,396,0,0,0,0,0.299,1
ORD-11704,Jairaj Maharaj,Fitness,5259.76,0,7,0.339,272,0,0,0,1,0.178,0
ORD-11705,Odika Vohra,Mobiles,2729.22,1,8,0.249,572,0,0,0,0,0.542,0
ORD-11706,Shaurya Bhardwaj,Fitness,5666.46,0,18,0.104,455,0,0,0,0,0.034,1
ORD-11707,Gagan Sule,Beauty,2556.28,1,8,0.462,109,0,0,1,1,0.521,0
ORD-11708,Prisha Nadig,Electronics,3718.41,0,11,0.334,601,0,0,0,0,0.307,0
ORD-11709,Irya Dayal,Mobiles,5859.73,0,7,0.266,134,0,1,0,0,0.342,1
ORD-11710,Zinal Tank,Fashion,2338.83,0,7,0.423,114,1,0,0,1,0.151,0
ORD-11711,Pranit Kaul,Fashion,12529.05,0,15,0.364,157,0,0,1,1,0.262,0
ORD-11712,Rishi Agarwal,Mobiles,2406.46,1,6,0.322,301,0,0,0,0,0.481,0
ORD-11713,Arjun Shroff,Home & Kitchen,1288.6,1,14,0.332,46,0,0,0,0,0.309,1
ORD-11714,Sarthak Sachdeva,Fitness,4052.06,0,11,0.049,159,0,0,0,1,0.397,0
ORD-11715,Chakradev Nath,Fashion,2663.33,1,34,0.151,100,0,0,0,0,0.365,0
ORD-11716,Simon Apte,Home & Kitchen,10390.11,0,7,0.351,94,1,0,0,1,0.144,1
ORD-11717,Baghyawati Kumar,Fashion,6611.94,0,6,0.175,65,0,0,0,1,0.193,1
ORD-11718,Darika Mital,Fashion,2934.87,0,8,0.294,32,0,0,1,0,0.356,0
ORD-11719,Abeer Comar,Mobiles,6450.48,1,32,0.433,63,0,0,0,0,0.135,1
ORD-11720,Harita Randhawa,Mobiles,10682.4,0,11,0.182,78,0,0,0,0,0.365,1
ORD-11721,Parth Hari,Beauty,2200.58,1,14,0.147,496,1,0,0,0,0.186,0
ORD-11722,Hamsini Srinivas,Fashion,4394.15,0,23,0.307,508,0,0,0,0,0.494,0
ORD-11723,Balendra Deshpande,Mobiles,3404.87,1,5,0.216,84,0,0,0,0,0.32,0
ORD-11724,Nachiket Sharma,Fashion,5024.51,0,3,0.25,203,0,0,0,0,0.319,1
ORD-11725,Turvi Sachdev,Fashion,3138.88,1,15,0.128,41,0,0,0,0,0.389,0
ORD-11726,Chandani Mutti,Fashion,8747.11,1,10,0.17,65,0,0,0,1,0.181,0
ORD-11727,Sathvik Narula,Beauty,3742.11,0,8,0.043,233,1,0,0,0,0.431,0
ORD-11728,Dominic Dixit,Electronics,5664.85,1,1,0.241,3,0,0,0,0,0.611,0
ORD-11729,Azaan Nori,Fashion,3101.92,0,11,0.342,516,1,0,0,0,0.166,0
ORD-11730,Noah Ramachandran,Electronics,5604.82,1,14,0.545,67,1,0,0,1,0.453,1
ORD-11731,Jackson Morar,Mobiles,18555.0,0,7,0.174,166,0,0,1,0,0.355,1
ORD-11732,Azad Magar,Electronics,14581.77,0,23,0.235,773,0,0,0,0,0.234,0
ORD-11733,Gabriel Taneja,Fashion,4651.54,1,3,0.509,23,0,0,0,0,0.242,1
ORD-11734,Kamya Seth,Fashion,6092.4,0,27,0.413,391,1,0,0,1,0.321,1
ORD-11735,Tarak Vohra,Electronics,3283.5,0,22,0.291,146,0,0,0,0,0.175,0
ORD-11736,Parth Choudhury,Home & Kitchen,4901.99,0,20,0.219,440,1,0,0,0,0.524,0
ORD-11737,Baljiwan Jaggi,Fashion,2579.93,0,22,0.416,350,0,0,0,0,0.436,0
ORD-11738,Sachi Toor,Mobiles,5343.94,1,19,0.249,542,0,0,1,1,0.413,0
ORD-11739,Vasudha Tella,Mobiles,9095.17,0,13,0.258,31,0,0,0,0,0.095,0
ORD-11740,Ranveer Oak,Fashion,4527.42,1,7,0.316,440,0,0,0,0,0.54,0
ORD-11741,Dayita Narang,Electronics,5094.49,1,16,0.15,181,1,0,0,1,0.251,0
ORD-11742,Guneet Varty,Fashion,16593.7,1,8,0.347,116,0,0,0,0,0.185,0
ORD-11743,Samesh Bansal,Electronics,7092.38,1,33,0.322,93,0,0,0,0,0.725,0
ORD-11744,Lila Vig,Fashion,7484.78,1,17,0.604,1,1,0,1,1,0.381,1
ORD-11745,Aayush Mukhopadhyay,Beauty,4414.67,1,23,0.261,1,0,0,0,0,0.312,1
ORD-11746,Gagan Nath,Fitness,6573.17,1,11,0.129,74,0,0,0,0,0.136,0
ORD-11747,Chakradhar Chauhan,Fitness,8333.92,0,11,0.092,2,0,0,0,1,0.354,0
ORD-11748,Arin Muni,Fitness,12022.19,0,28,0.179,662,0,0,1,0,0.646,1
ORD-11749,Ekani Iyer,Fashion,6257.49,0,24,0.161,257,0,0,0,0,0.258,0
ORD-11750,Bhavini Malhotra,Beauty,3821.71,1,17,0.086,111,1,0,0,0,0.551,0
ORD-11751,Ridhi Dalal,Electronics,4728.77,1,25,0.268,366,0,0,0,0,0.193,0
ORD-11752,Manthan Dugar,Home & Kitchen,3710.14,1,15,0.21,77,2,0,0,1,0.108,0
ORD-11753,Ishwar Aurora,Mobiles,5323.18,0,5,0.418,177,0,0,0,0,0.435,1
ORD-11754,Samuel Palla,Electronics,12416.24,1,14,0.151,5,0,0,0,1,0.05,0
ORD-11755,Anika Dhaliwal,Mobiles,7494.36,1,17,0.458,183,1,0,0,0,0.246,1
ORD-11756,Yash Garg,Electronics,3018.98,0,16,0.216,71,0,0,0,0,0.312,1
ORD-11757,Deepa Nigam,Fashion,2912.36,1,30,0.301,96,0,0,0,1,0.433,1
ORD-11758,Chandresh De,Beauty,4083.02,0,35,0.104,947,0,0,0,1,0.154,1
ORD-11759,Urishilla Bedi,Electronics,6238.08,0,17,0.133,321,1,0,0,1,0.466,0
ORD-11760,Leela Bhagat,Home & Kitchen,8173.72,1,14,0.225,111,0,0,0,1,0.169,0
ORD-11761,Pooja Ramanathan,Fashion,2369.25,1,34,0.271,441,0,0,1,1,0.496,1
ORD-11762,Sanaya Parekh,Fashion,3145.64,0,21,0.445,73,1,0,0,1,0.14,0
ORD-11763,Gaurangi Hora,Home & Kitchen,5258.77,0,25,0.292,437,0,0,0,1,0.572,1
ORD-11764,Udyati Deep,Fitness,2132.34,1,23,0.266,776,1,0,0,1,0.26,1
ORD-11765,Upadhriti Chatterjee,Mobiles,9021.0,1,9,0.204,298,0,0,0,0,0.209,0
ORD-11766,Dayita Shroff,Fashion,6485.97,0,9,0.4,246,2,0,1,1,0.348,0
ORD-11767,Vincent Kapur,Fitness,9470.45,1,7,0.153,76,0,0,0,0,0.146,0
ORD-11768,Aarna Patla,Home & Kitchen,10331.42,1,12,0.178,55,0,0,0,0,0.26,1
ORD-11769,Qadim Narayanan,Electronics,18758.53,1,9,0.346,415,0,0,0,1,0.153,0
ORD-11770,Sudiksha Sura,Beauty,2093.58,0,10,0.27,346,0,0,0,0,0.315,0
ORD-11771,Dhruv Soman,Home & Kitchen,6210.07,0,21,0.348,288,0,0,0,1,0.212,1
ORD-11772,Indali Srinivas,Home & Kitchen,2480.43,1,11,0.18,20,0,0,0,0,0.754,1
ORD-11773,Onkar Mandal,Fashion,4305.47,0,20,0.361,222,0,1,0,1,0.241,0
ORD-11774,Joshua Trivedi,Fitness,1318.61,0,20,0.12,83,0,0,0,1,0.387,0
ORD-11775,Nidra Chhabra,Fashion,4078.43,0,6,0.377,257,0,0,0,0,0.315,1
ORD-11776,Ekavir Mittal,Home & Kitchen,4149.74,1,14,0.178,54,0,0,0,0,0.427,0
ORD-11777,Nandini Sachdev,Fitness,7638.44,1,12,0.283,131,0,0,0,0,0.258,0
ORD-11778,Yagnesh Dutt,Mobiles,6693.51,1,10,0.594,672,1,0,0,1,0.437,1
ORD-11779,Leena Bhatti,Electronics,2727.39,1,9,0.379,123,0,0,0,1,0.205,0
ORD-11780,Sathvik Sankar,Fitness,8391.77,1,15,0.44,41,1,1,0,1,0.286,1
ORD-11781,Hema Keer,Fitness,3411.48,1,11,0.473,35,0,0,0,1,0.242,0
ORD-11782,Faras Sur,Mobiles,4509.45,0,13,0.3,30,1,0,0,0,0.522,1
ORD-11783,Ubika Nanda,Fitness,3734.34,0,25,0.007,3,0,0,0,0,0.259,0
ORD-11784,Sai Goda,Fashion,2669.44,1,6,0.285,448,0,0,0,0,0.201,1
ORD-11785,Nidra Boase,Beauty,3325.74,0,7,0.3,257,0,0,0,0,0.435,0
ORD-11786,Ladli Narang,Fitness,2686.91,1,12,0.08,10,0,0,0,1,0.165,0
ORD-11787,Darsh Chana,Electronics,2063.66,1,18,0.189,66,0,0,0,0,0.455,1
ORD-11788,Liam Acharya,Fitness,5350.81,0,12,0.191,4,0,0,0,0,0.157,1
ORD-11789,Manthan Sethi,Home & Kitchen,5090.87,1,8,0.339,70,1,0,0,0,0.473,1
ORD-11790,Madhavi Sekhon,Fitness,3105.96,0,10,0.261,23,1,0,0,0,0.253,0
ORD-11791,Samesh Nadig,Home & Kitchen,2599.36,0,6,0.15,462,0,0,0,0,0.681,0
ORD-11792,Daksha Saran,Fitness,3436.04,0,25,0.062,375,0,0,1,0,0.418,0
ORD-11793,Gaurav Anand,Home & Kitchen,4254.41,0,12,0.457,533,1,0,0,0,0.391,0
ORD-11794,Joshua Menon,Fashion,1379.43,1,24,0.367,24,0,0,1,0,0.398,1
ORD-11795,Kala Bera,Electronics,2192.21,1,12,0.63,107,2,1,0,1,0.494,1
ORD-11796,Jagrati Choudhary,Home & Kitchen,2116.82,1,12,0.221,154,1,0,0,1,0.648,0
ORD-11797,Azaan Keer,Fashion,4507.46,0,13,0.42,380,0,0,0,0,0.426,0
ORD-11798,Meera Nadkarni,Mobiles,35650.26,0,2,0.158,355,0,0,0,0,0.311,0
ORD-11799,Nidra Raj,Beauty,5617.73,1,10,0.41,179,0,1,0,1,0.231,1
ORD-11800,Siddharth Ghose,Mobiles,2275.4,1,8,0.099,978,0,0,0,1,0.425,0
ORD-11801,Liam Guha,Electronics,11728.72,1,14,0.209,407,1,0,0,1,0.315,0
ORD-11802,Jagvi Sahni,Electronics,3267.6,0,28,0.248,320,0,0,0,0,0.445,0
ORD-11803,Bhavya Dass,Home & Kitchen,9759.42,0,5,0.157,86,0,0,0,0,0.225,0
